 epocs = 500 : eta = 0.02 : sample div factor = 0.8 : Architecture 57 : 57 : 57 : 1
epoc,error_test,error_validate,total_mispredictions
0,693.0629311436724,132.59417869495496,131.0,
1,396.57106697599664,104.70762138550617,108.0,
2,345.0978732832405,99.04060547046204,109.0,
3,318.43117871056916,97.57886496166508,117.0,
4,296.7554395976068,94.74521860036661,117.0,
5,279.75207028524017,92.005597557342,127.0,
6,262.605633352437,88.74145633774427,127.0,
7,249.13843230282362,86.12153379284922,113.0,
8,239.4723513930601,86.861820289938,111.0,
9,229.42078869224355,88.11054997858888,123.0,
10,220.19518177356073,85.37722341108778,106.0,
11,208.4528905135763,82.89867381308738,104.0,
12,203.41795633299193,83.213985370971,94.0,
13,189.12794419551972,85.12705774443369,101.0,
14,181.24543592326637,80.0718097650196,88.0,
15,170.5742689247665,87.28262435690792,95.0,
16,168.3597360338065,83.81939966242102,99.0,
17,158.43614817346156,81.19832392414486,91.0,
18,155.46321770108344,80.5590004280294,93.0,
19,145.03236742837376,78.95588558294294,90.0,
20,150.59632567215633,78.18385639318751,85.0,
21,138.23573769771323,77.52187600517838,88.0,
22,135.5466071672839,79.29697708303986,81.0,
23,133.48382037785598,76.91359620510808,87.0,
24,124.47160451571791,79.40807953541517,82.0,
25,132.60421096077857,77.30991280028314,86.0,
26,133.85403980735373,76.60414999264003,84.0,
27,119.48628578157422,74.46339975640898,84.0,
28,110.2307662490347,75.97800289949437,83.0,
29,106.80466087716718,72.57530417029578,78.0,
30,104.40328233626383,72.00319774685741,84.0,
31,94.63505234889196,72.56937833570449,82.0,
32,106.5978180422606,74.39822937750856,85.0,
33,106.75305835932174,78.74522747214631,95.0,
34,112.45767955198025,72.97172888372066,83.0,
35,96.97968375228106,71.05418493497716,82.0,
36,93.11102022270023,72.47425038557687,85.0,
37,109.94824915485107,71.72446425917109,80.0,
38,88.73522271620848,70.76040082401106,78.0,
39,85.8030089756335,70.69646260499113,77.0,
40,85.09423802991157,70.38895354236357,78.0,
41,89.19821141033265,70.67446286424584,73.0,
42,93.3738031109757,70.30706883035558,75.0,
43,92.10981771538316,70.53233803041316,76.0,
44,98.08640835316112,77.34217282390651,80.0,
45,97.53207107079021,72.92839249212673,75.0,
46,93.69830237380708,75.68339775328957,74.0,
47,104.9626915712834,71.5545116895207,83.0,
48,90.42393359089753,72.93340980210588,73.0,
49,90.41761878107378,72.23378270344065,74.0,
50,82.48127594850745,71.97419183003173,66.0,
51,83.59168876276725,73.46624390060755,68.0,
52,82.07637655004257,74.4936140236683,63.0,
53,82.99929662698281,69.55036748541033,67.0,
54,80.50420222791482,76.74801743677314,70.0,
55,79.10425068789608,70.10890618901223,72.0,
56,75.1182144923717,69.52360055130308,69.0,
57,69.121517784183,69.77555986127165,68.0,
58,69.60090879105894,71.87677677225722,71.0,
59,78.004194989341,71.12372424564711,69.0,
60,70.68521111130158,69.83914311461001,69.0,
61,66.58212595374509,68.77910037117002,68.0,
62,64.56979576952712,68.97353012944289,69.0,
63,64.71178529482248,67.62590470428617,66.0,
64,64.33312041583424,67.25684943220698,66.0,
65,64.86700683678869,67.62903680854217,66.0,
66,61.946943975385736,68.51017452936983,70.0,
67,63.46731582138716,67.9103088944316,65.0,
68,68.40156186416827,69.17355452175471,70.0,
69,66.00198138201871,70.58889176835213,70.0,
70,70.47905153877772,69.64307446185629,71.0,
71,65.43481802785757,68.64324150846431,72.0,
72,60.05084926157119,67.53953322187573,66.0,
73,62.64213381826864,66.97647699932422,65.0,
74,58.92688785022684,67.17470013382145,64.0,
75,60.80745145109203,67.46876750329167,61.0,
76,59.02047590768306,67.72020797217424,63.0,
77,57.70937846753407,68.53939906957318,67.0,
78,62.99007116470896,70.14243261333577,65.0,
