 epocs = 310 : eta = 0.015 : sample div factor = 0.8 : Architecture 57 : 35 : 40 : 1
epoc,error_test,error_validate,total_mispredictions
0,760.8239208860333,131.52338609079214,193.0,
1,420.91829211813666,108.35850253386592,146.0,
2,362.266860741297,98.3591421747139,159.0,
3,333.0450578167391,95.42234625181483,143.0,
4,316.0048697820606,93.63734694756226,141.0,
5,297.8339097667602,92.56850121035613,137.0,
6,285.80991467766563,92.37838538256631,137.0,
7,276.5164868395697,90.84762394139939,137.0,
8,266.30302867853624,89.38835252538327,136.0,
9,255.58171140220338,90.0543806941907,132.0,
10,247.87368025845376,88.26941631416906,128.0,
11,240.44866866635175,89.13675875507975,130.0,
12,235.95525348013405,91.56008836728883,131.0,
13,228.6571799095258,87.78800556705957,127.0,
14,221.0147944754121,87.37562975838236,126.0,
15,223.3384689902959,87.16313063752071,118.0,
16,212.30697970782603,89.53610728779277,136.0,
17,205.47743714453784,88.66966848716322,122.0,
18,197.405569291563,87.693889881548,117.0,
19,188.93177810447415,88.53700421269704,118.0,
20,194.09479347471438,89.93304006322303,120.0,
21,183.65623769976037,88.9852931362992,123.0,
22,188.8048418321402,89.72055694381827,123.0,
23,198.32535134004405,89.96322805675385,119.0,
24,194.5544990909199,85.98821740318212,106.0,
25,181.83006505865686,85.88301607092428,95.0,
26,165.00658190208551,85.34989300353756,100.0,
27,172.58935627016027,81.72545118590298,98.0,
28,155.77453504459933,84.7044161867796,95.0,
29,166.58151351956684,80.32840375009471,91.0,
30,151.39721928691594,82.20777798386356,93.0,
31,146.33082135979566,84.18894611658861,94.0,
32,154.4440957454077,82.47498110850093,97.0,
33,138.2835957902321,84.22266263986192,103.0,
34,145.7024432724938,88.52279622525603,104.0,
35,163.1016162744829,79.75446258311591,92.0,
36,151.68744343613508,85.656207203357,102.0,
37,141.85386856240478,86.17445799890366,107.0,
38,134.4364351756463,83.4969974508773,95.0,
39,136.6294104550601,87.5901542911993,106.0,
40,128.0970846185547,86.0799285050708,98.0,
41,122.20117189200293,86.62871667633948,98.0,
42,119.26149557826145,84.29120890222767,96.0,
43,117.02680863482504,83.75540362797179,98.0,
44,114.42975308619793,86.34654563036263,102.0,
45,117.78820116686146,85.62653954291888,100.0,
46,117.9670594785144,85.61214193553324,107.0,
47,110.46442873884513,85.45367614403658,107.0,
48,111.19552676625872,85.91930443269575,101.0,
49,109.75356756131949,83.61021515537287,97.0,
50,108.98164603702966,84.63621420234945,106.0,
51,106.67548817992271,85.13945199492352,108.0,
52,106.80130796031435,85.07591050298495,104.0,
53,112.75483594492111,82.66158601134553,104.0,
54,100.34211716088393,81.27649601898798,102.0,
55,104.86159103252558,83.05479725211805,111.0,
56,103.31382911575774,87.35609895465579,114.0,
57,101.34380431530165,86.88729280467226,110.0,
58,103.40531246898404,86.65375908892312,116.0,
59,109.12933044962111,83.48739337653892,111.0,
60,99.10776971888158,88.16410479028589,109.0,
61,97.79985099439213,83.44886005369344,116.0,
62,113.01475129687165,82.4112618444469,101.0,
63,104.71287835776876,82.39770747308573,103.0,
64,95.44385882026211,83.4601001617599,110.0,
65,93.35352515520651,80.94548264727852,101.0,
66,91.42536095320091,81.83100709368729,104.0,
67,98.5297272496387,80.4037391797484,98.0,
68,97.6511209928835,81.53445471890443,96.0,
69,99.58525873093207,81.29053134543388,100.0,
70,100.74662923466822,81.59361540180358,98.0,
71,101.51884786490247,82.35823460328804,94.0,
72,97.68216710959537,82.60319181087984,102.0,
73,96.54047346449288,81.47507196257727,97.0,
74,99.19197495196623,82.78287010752585,96.0,
