 epocs = 310 : eta = 0.015 : sample div factor = 0.8 : Architecture 57 : 10 : 40 : 1
epoc,error_test,error_validate,total_mispredictions
0,843.3206960872587,134.6253429192698,166.0,
1,430.0175007304897,110.95744779631639,133.0,
2,373.13401511099744,106.9224571126343,133.0,
3,353.2308347708472,102.29293166225315,129.0,
4,343.36970255666165,101.43884809804881,137.0,
5,335.26359230540277,94.67906105249328,145.0,
6,323.71026153134875,94.38021561969171,137.0,
7,319.893887602733,93.60835913090934,140.0,
8,312.82214671079777,91.73863546562438,138.0,
9,306.13342142338064,92.42759459635676,137.0,
10,301.2381725962934,91.44904320152318,134.0,
11,296.41280943413244,92.01978620362198,133.0,
12,290.9968951469578,89.9029670051084,129.0,
13,283.2055083311569,90.31002768792426,127.0,
14,278.8220753706158,90.39891011189033,127.0,
15,275.108246271538,90.06132797246171,116.0,
16,269.24502433667715,88.89808079703624,114.0,
17,266.4719965043444,89.78461492351849,117.0,
18,260.34978733696613,87.25127993960561,113.0,
19,256.5401366186876,87.41760122075247,111.0,
20,253.81384933884252,87.81431524827737,107.0,
21,252.55745204073355,86.68628553515704,104.0,
22,248.66298230610678,86.16402491117141,107.0,
23,244.8421726365147,86.63377949442268,106.0,
24,241.33325529447265,86.8331079154338,105.0,
25,238.46597737291427,85.03038755476479,104.0,
26,233.28426854521797,84.2317847450076,107.0,
27,228.52671339961148,86.15485903981714,118.0,
28,223.54474927263473,84.2687276069863,114.0,
29,220.15682382865384,84.1434214444953,112.0,
30,214.0068714815932,83.35954102031535,111.0,
31,210.8882728097203,84.69238911640633,105.0,
32,209.08537068738042,81.91590946668053,101.0,
33,209.38271782894086,78.88862747742728,92.0,
34,207.1135357439654,80.38831461893274,101.0,
35,206.57798373932133,80.5555930587089,101.0,
36,206.5059970596398,77.99297693067523,103.0,
37,198.11844302944667,82.5457302990776,101.0,
38,195.97875530829708,77.5046288935702,101.0,
39,188.19149067794234,79.03661591294616,102.0,
40,182.6880356784174,77.16591199621074,100.0,
41,182.86925611117383,78.9437376484946,101.0,
42,184.71709287622602,79.13315448006279,103.0,
43,183.41476307898802,79.34985144043401,105.0,
44,176.32097134239785,77.09848590178126,92.0,
45,178.21697123002306,77.25348154929337,92.0,
46,174.7802380610001,75.78048705120939,93.0,
47,168.3689650318948,77.24383011703517,99.0,
48,170.24014758394657,77.97356143848612,97.0,
49,165.72059617885495,77.0043219248556,93.0,
50,162.78750126637638,75.52144961035482,94.0,
51,160.47040319792285,74.95907537811617,90.0,
52,165.08885885851348,75.55591372913533,94.0,
53,162.900598260652,76.52139518914846,96.0,
54,164.53924474548026,76.51498011247392,98.0,
55,157.9984692568175,79.19812153995835,93.0,
56,159.61278621053845,77.33913849742719,96.0,
57,165.93501008741066,78.55849595132531,97.0,
58,159.0973625226784,76.84263876329709,91.0,
59,160.523580664098,77.30847320741199,91.0,
60,155.7282145328359,77.84280973214142,90.0,
61,150.5879833829392,77.91012540753479,95.0,
62,151.06253523233667,75.663725896793,90.0,
63,147.80107707856004,76.87625313248454,91.0,
64,147.68097453624452,79.00643849599336,93.0,
65,148.60385022378537,79.11384547957579,94.0,
66,151.1031861253822,75.96503168655848,90.0,
67,163.406181369315,84.25540908486744,107.0,
68,165.41026568322977,81.23827572790637,90.0,
69,153.5694112865237,79.63537556669398,85.0,
70,149.61785785989537,77.54149188822468,89.0,
71,156.40987043481618,78.13032616390716,91.0,
72,144.9150223362314,78.00937969176037,90.0,
73,142.90845066488,78.87325164517439,92.0,
74,146.4993409364551,78.29045774895678,88.0,
75,143.0218159972719,80.70250930558329,92.0,
76,148.8160729935782,81.04587965383845,99.0,
77,136.4297413316162,78.59857939366643,86.0,
78,133.7168820718409,80.89523462635512,93.0,
79,135.45054110991683,79.26218553134089,90.0,
80,143.7697919589607,81.79764969301203,91.0,
81,169.9007371702868,82.9183015231537,94.0,
82,141.43716352134726,80.4966285992677,94.0,
83,133.73521281250237,81.99329750409477,90.0,
84,128.72420328608456,81.87567615404325,91.0,
85,124.28932890366197,81.15060931262053,90.0,
86,128.65593080866594,78.55602269539547,88.0,
87,131.97250793901438,87.52518123223778,104.0,
88,146.24936420195345,83.41483008429368,93.0,
89,138.29487269771772,81.70615274656649,88.0,
90,162.23876037763515,88.887822376518,117.0,
91,157.59885900426917,90.91805802776204,122.0,
92,153.14887455324805,90.20134468491257,114.0,
93,147.65380156197628,88.15330291225634,103.0,
94,140.7333387374337,84.95286260175477,95.0,
95,150.76383328445712,84.38046685686844,95.0,
96,144.3240072998837,84.79207420328459,90.0,
97,134.40449805040578,84.47121047256361,87.0,
98,136.06073169003605,82.20194302742824,96.0,
99,133.5885944846982,82.20714168491553,88.0,
100,127.74891238546716,81.11110856944279,88.0,
101,123.59880436963259,81.78071940556573,86.0,
102,121.54155118936488,81.12753496918529,86.0,
103,120.86211307361562,79.4636113806732,83.0,
104,119.46083385650563,81.66971891959696,88.0,
105,130.7919365943242,78.72483439044365,88.0,
106,138.27799101472786,81.14465462430292,93.0,
107,125.4223931697681,81.53326673224322,89.0,
108,124.40909391410428,81.10129074260027,85.0,
109,116.01054258533648,79.40513385879026,84.0,
110,112.65533456596361,77.86118025452787,83.0,
111,113.24953681841541,78.98832962502097,86.0,
112,113.9437202204365,78.01987439645735,84.0,
113,109.53289374005281,79.25896306268048,85.0,
