 epocs = 500 : eta = 0.07 : sample div factor = 0.8 : Architecture 57 : 50 : 40 : 1
epoc,error_test,error_validate,total_mispredictions
0,498.7713698669738,117.57983192297651,152.0,
1,352.0589825014026,93.70844091304116,123.0,
2,308.8446558769564,98.69271187463622,95.0,
3,303.04672328769465,105.94776745180785,76.0,
4,286.65161154909765,93.80856895635529,78.0,
5,277.62383004959673,88.47521224639225,86.0,
6,275.1860642727872,85.69812695530429,83.0,
7,266.9327762820169,100.89192129956305,78.0,
8,243.27069345589803,83.57682694832108,79.0,
9,227.9369287277655,82.50590541119004,77.0,
10,212.617288184815,77.25621629906937,75.0,
11,233.199238612502,88.01428939560975,78.0,
12,225.77723863854158,81.2622927622701,72.0,
13,220.36892641775066,86.54579893374685,78.0,
14,208.25164240687488,87.95073937162768,71.0,
15,216.54345027378935,93.16336757388903,97.0,
16,203.81615187879467,87.99687546590229,84.0,
17,187.1915689602413,83.14803483101716,82.0,
18,191.75777610712422,87.43002399284684,83.0,
19,205.0993778747255,94.65119955136117,94.0,
20,205.36792459881352,89.9287751188777,84.0,
21,207.82801073046315,87.90928348734005,81.0,
22,206.12114213782968,83.24902093183432,74.0,
23,197.71155190937236,83.12994642243724,76.0,
24,191.8821099333223,83.86701306065922,77.0,
25,174.60591478441032,80.5168075868361,70.0,
26,175.92439991554608,78.31745433234472,72.0,
27,173.52006347556392,83.554519611765,70.0,
28,167.13091238930585,80.3492863149137,83.0,
29,157.00218062054847,78.07644237914833,70.0,
30,162.93757771293247,87.61387854401596,75.0,
31,164.87221356920801,85.82235010348333,81.0,
32,167.0589873166576,86.39327963196521,74.0,
33,165.23229406373957,83.13411200667129,72.0,
34,155.25375664155771,83.02244882691303,75.0,
35,148.523868860123,80.94244295242586,83.0,
36,154.32603323196685,78.91035099632329,73.0,
37,150.34926828850146,84.69859900113397,78.0,
38,137.30266660965563,81.70930724579603,77.0,
39,131.43390456684338,79.36326554259793,76.0,
40,131.4541984664857,81.8422629433992,74.0,
41,143.06904507945205,84.71625017793502,87.0,
42,133.82299689923946,80.99094652538346,77.0,
