 epocs = 2000 : eta = 0.0015 : sample div factor = 0.8 : Architecture 57 : 50 : 40 : 1
epoc,error_test,error_validate,total_mispredictions
0,1303.4873635492033,256.23117910353216,318.0,
1,899.1406815749306,202.51522383415104,266.0,
2,754.2169683720473,178.0207402481575,238.0,
3,665.6563525157084,162.1482056317216,213.0,
4,600.0594791275929,149.99186585719698,202.0,
5,551.7215732735826,140.75314687374694,192.0,
6,516.0241158765685,133.77569409956763,186.0,
7,488.7673475428375,128.42833591597008,178.0,
8,467.3535400330998,124.5011645182392,174.0,
9,450.54079466751296,121.626701903538,169.0,
10,435.72204492951965,119.08824447797208,170.0,
11,423.74848766674484,117.19895667611691,169.0,
12,413.47141954082383,115.64828032685924,169.0,
13,404.66241154764157,114.27424007178804,169.0,
14,396.9321626201644,113.1083405868011,167.0,
15,390.2759405350961,111.8803500788181,166.0,
16,384.0897267656985,110.90012824381749,164.0,
17,377.9998676732266,109.98838084528673,165.0,
18,372.6559059563865,109.17205837629352,164.0,
19,367.47616039714774,108.5135531067778,164.0,
20,362.6322165661914,107.61982830627973,161.0,
21,357.9467172626568,107.03304042616914,159.0,
22,353.55560490680983,105.58298808676885,158.0,
23,348.85529594443886,105.37568425356913,157.0,
24,345.9229968950154,104.17846609820678,156.0,
25,341.8139411402774,104.4773792785532,151.0,
26,339.33820797169875,103.01959820833156,153.0,
27,335.0355280511092,103.44234936809694,149.0,
28,332.49843079157665,102.25668712257121,149.0,
29,329.01370673047217,102.73062067391986,149.0,
30,326.4739994405949,101.52609973027866,148.0,
31,324.2037048782655,102.2751271442857,150.0,
32,322.0182248002872,101.29183630974974,147.0,
33,319.8223124023547,101.82704036909267,145.0,
34,318.33639913361077,101.11523681715617,144.0,
35,315.2113794254023,101.29048432713859,143.0,
36,311.9890369570092,101.37603336132871,146.0,
37,310.5129608751196,100.4571693261608,146.0,
38,307.73814627251113,100.95112971525106,141.0,
39,304.3774501418717,100.61808220019515,142.0,
40,302.0489907816839,100.20769711576892,142.0,
41,300.52338433874826,99.82748942770655,141.0,
42,300.69411181367843,99.88356674205593,145.0,
43,297.5237671767664,100.1046554249726,144.0,
44,295.32657082992813,99.27811835865263,143.0,
45,294.1371648237058,99.69707224788253,143.0,
46,293.749640123889,99.32011794448725,140.0,
47,288.59809199708866,99.12403102270878,139.0,
48,285.0436186537831,98.63800710365084,139.0,
49,282.57576466143144,98.60828706573703,142.0,
50,281.6095413924637,97.67463440006462,144.0,
51,281.42698723987553,98.2507377055114,142.0,
52,278.4018539442693,97.86070659207007,147.0,
53,275.801785238599,97.77557243507559,146.0,
54,273.7117719243851,97.55574759644607,147.0,
55,273.4823644176431,97.91553597646615,146.0,
56,277.89084010539307,97.44285610243567,141.0,
57,272.3855373507043,97.67784882996992,146.0,
58,269.27625971326273,97.1801532811261,145.0,
59,265.91089625419414,96.99323981938254,144.0,
60,264.3916208830811,96.87549968381295,145.0,
61,262.40050942727265,96.89643860515473,146.0,
62,261.46166477444723,96.701425795304,144.0,
63,262.09790805705535,97.86979277635831,147.0,
64,269.6477787418798,97.41297657125222,143.0,
65,260.74878286878777,96.8724780327378,142.0,
66,258.2084170903309,95.97681799917387,144.0,
67,254.21269555655715,96.064797751892,143.0,
68,253.4721569938891,95.72055663960933,142.0,
69,251.20715753728544,95.64744640590983,142.0,
70,250.01905442098342,95.44314729531322,140.0,
71,248.23655378080218,95.47330618919361,140.0,
72,246.78808426228798,95.21476587136746,140.0,
73,245.5128670093229,95.06030675308111,141.0,
74,244.07315481788666,94.98911390341699,140.0,
75,242.83639125372218,94.68440091498687,141.0,
76,241.4456755860164,94.94507952722952,140.0,
77,240.59592353851406,94.44110262106746,139.0,
78,238.8442830304841,94.61266321823035,136.0,
79,238.15907171676764,94.44548470858332,138.0,
80,236.21260724525862,94.48581946113391,135.0,
81,235.6603828059129,94.34780104316772,137.0,
82,233.64044163221507,94.35714895301666,136.0,
83,235.77477830780472,93.59852793527297,134.0,
84,239.2612407309414,95.55820878225565,141.0,
85,233.98657834805883,94.04339260965882,133.0,
86,233.3376637704991,93.3438177092973,129.0,
87,227.62491877279285,93.50486275787779,135.0,
88,230.71839950370213,93.70453125478546,129.0,
89,225.07763197216266,93.8964646701767,133.0,
